КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,ФлагИмпорта,СтатусКонтракта
40000688754,Услуги Непроизводственные объекты — РН-Морской_терминал_Находка (№40000688754),2023-07-28,72,9900000259,78,ЗК-Услуги-007,1371684.14,1232539.49,0,Исполнен
40006007895,"Услуги HR и обучение персонала, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40006007895)",2025-06-01,41,9900000053,94,ЗК-Услуги-006,1175565.39,1222567.3,0,Исполнен
40006007895,Услуги HR и обучение персонала для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40006007895),2025-06-01,41,9900000070,94,ЗК-Услуги-006,1175565.39,1222567.3,0,Исполнен
40004268582,Услуги Разведочное бурение — ООО РН-ГИР (№40004268582),2022-07-08,39,9900000002,96,ЗК-Услуги-002,1594395.66,1221613.94,0,Исполнен
40005739367,"Услуги Прочие нефтепромысловые услуги, филиал ООО РН-Черноземье (процедура 40005739367)",2022-11-11,6,9900000084,71,ЗК-Услуги-006,1594037.11,1219758.66,0,Исполнен
40004704064,Услуги HR и обучение персонала для РН-Морской_терминал_Находка (процедура 40004704064),2025-11-03,72,9900000067,94,ЗК-Услуги-004,1515335.03,1218860.85,0,Расторгнут
40002493629,Услуги Разведочное бурение — АО РОСПАН ИНТЕРНЕШНЛ (№40002493629),2022-04-22,41,9900000196,96,ЗК-Услуги-009,1444981.27,1214085.61,0,В работе
40002493629,"Услуги Разведочное бурение, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40002493629)",2022-04-22,41,9900000126,96,ЗК-Услуги-001,1444981.27,1214085.61,0,В работе
40002493629,Услуги Разведочное бурение для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40002493629),2022-04-22,41,9900000057,96,ЗК-Услуги-008,1444981.27,1214085.61,0,В работе
40002493629,Услуги Разведочное бурение — АО РОСПАН ИНТЕРНЕШНЛ (№40002493629),2022-04-22,41,9900000140,96,ЗК-Услуги-005,1444981.27,1214085.61,0,В работе
40001248191,"Услуги Прочие геологические услуги, филиал АООРЕНБУРГНЕФТЬ (процедура 40001248191)",2025-10-23,2,9900000077,99,ЗК-Услуги-001,1298291.64,1211756.76,0,Исполнен
40007731343,Услуги Эксплуатационное бурение для ООО РН-Пожарная безопасность (процедура 40007731343),2022-01-06,47,9900000112,55,ЗК-Услуги-004,985490.79,1207872.79,0,Исполнен
40007731343,Услуги Эксплуатационное бурение — ООО РН-Пожарная безопасность (№40007731343),2022-01-06,47,9900000074,55,ЗК-Услуги-001,985490.79,1207872.79,0,Исполнен
40001007059,"Услуги Авторский и технадзор, филиал ООО РН-СтройКонтроль (процедура 40001007059)",2022-09-30,48,9900000066,79,ЗК-Услуги-006,1469175.72,1204692.81,0,В работе
40000845687,Услуги Экология и охрана труда для АО РН-Тверь (процедура 40000845687),2022-02-01,59,9900000189,95,ЗК-Услуги-002,989130.31,1201043.31,0,Исполнен
40003476178,Услуги Авторский и технадзор — АО РН-Ярославль (№40003476178),2024-05-04,43,6633028244,79,ЗК-Услуги-005,1398695.3,1197773.38,0,Расторгнут
40003476178,"Услуги Авторский и технадзор, филиал АО РН-Ярославль (процедура 40003476178)",2024-05-04,43,9900000091,79,ЗК-Услуги-007,1398695.3,1197773.38,0,Расторгнут
40001188949,Услуги Ремонт и освоение скважин для АО АНПЗ ВНК (процедура 40001188949),2023-11-19,74,9900000049,62,ЗК-Услуги-002,1483151.56,1193970.03,0,Исполнен
40001188949,Услуги Ремонт и освоение скважин — АО АНПЗ ВНК (№40001188949),2023-11-19,74,9900000063,62,ЗК-Услуги-006,1483151.56,1193970.03,0,Исполнен
40005849218,"Услуги Прочие непроизводственные услуги, филиал РН-Морской_терминал_Находка (процедура 40005849218)",2025-09-03,72,9900000073,102,ЗК-Услуги-006,1582048.39,1190489.62,0,Исполнен
40007494819,Услуги Операторские и агентские услуги для Саратовнефтепродукт (процедура 40007494819),2024-12-09,67,9900000055,70,ЗК-Услуги-005,1513583.19,1189889.35,0,Исполнен
40008003123,Услуги Строительство и содержание дорог — Нефтепромлизинг (№40008003123),2023-04-05,75,9900000147,64,ЗК-Услуги-005,918935.7,1187964.49,0,В работе
40007283962,"Услуги Поставка углеводородов, филиал ООО РН-Черноземье (процедура 40007283962)",2022-02-06,6,9900000252,90,ЗК-Услуги-003,983640.74,1187837.95,0,Исполнен
40002108633,Услуги Капитальное строительство для АО Отрадненский ГПЗ (процедура 40002108633),2023-04-14,55,9900000070,0,ЗК-Услуги-010,1161581.42,1184793.64,0,Исполнен
40002108633,Услуги Капитальное строительство — АО Отрадненский ГПЗ (№40002108633),2023-04-14,55,9900000175,0,ЗК-Услуги-010,1161581.42,1184793.64,0,Исполнен
40001690455,"Услуги Экология и охрана труда, филиал АнгараНефть (процедура 40001690455)",2023-01-09,56,9900000028,95,ЗК-Услуги-002,1487175.15,1176860.14,0,В работе
40008159279,Услуги Землеустроительные работы для БРЯНСКНЕФТЕПРОДУКТ (процедура 40008159279),2023-02-06,45,9900000238,77,ЗК-Услуги-007,984707.32,1176469.48,0,Исполнен
40008159279,Услуги Землеустроительные работы — БРЯНСКНЕФТЕПРОДУКТ (№40008159279),2023-02-06,45,9900000065,77,ЗК-Услуги-001,984707.32,1176469.48,0,Исполнен
40008431741,"Услуги ТО и ремонт оборудования, филиал АО КНП (процедура 40008431741)",2022-11-16,33,9900000091,67,ЗК-Услуги-006,913229.62,1173525.83,0,Исполнен
40008431741,Услуги ТО и ремонт оборудования для АО КНП (процедура 40008431741),2022-11-16,33,9900000053,67,ЗК-Услуги-006,913229.62,1173525.83,0,Исполнен
40008717545,Услуги HR и обучение персонала — СНКНГ Славнефть-Красноярскнефтегаз (№40008717545),2022-05-16,21,9900000053,94,ЗК-Услуги-003,1397432.76,1171920.3,0,В работе
40007938636,"Услуги Геофизические исследования (ГИС), филиал Уфимский филиал АО РН-ПН (процедура 40007938636)",2024-12-25,26,9900000189,59,ЗК-Услуги-002,1403162.27,1171774.54,0,Исполнен
40007541266,Услуги Аренда и покупка имущества для ООО СКН (процедура 40007541266),2023-06-20,87,9900000078,93,ЗК-Услуги-002,1467085.39,1168510.39,0,Расторгнут
40005062311,Услуги Прочие геологические услуги — АО РН-Ярославль (№40005062311),2025-03-30,43,9900000070,99,ЗК-Услуги-009,1072561.67,1168292.35,0,Расторгнут
40001583189,"Услуги Зарезка боковых стволов (ЗБС), филиал ООО ТЮНГД (процедура 40001583189)",2024-07-10,64,9900000203,56,ЗК-Услуги-005,1242389.02,1167945.67,0,Исполнен
40008616730,Услуги Охрана и режим для ООО РН-Черноземье (процедура 40008616730),2023-04-03,6,9900000074,87,ЗК-Услуги-007,911414.73,1164518.72,0,В работе
40008616730,Услуги Охрана и режим — ООО РН-Черноземье (№40008616730),2023-04-03,6,9900000004,87,ЗК-Услуги-005,911414.73,1164518.72,0,В работе
40001342455,"Услуги Сопровождение бурения, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40001342455)",2025-09-18,41,9900000059,57,ЗК-Услуги-007,1025772.63,1164157.79,0,В работе
40007101965,Услуги Поставка углеводородов для ООО РН-СтройКонтроль (процедура 40007101965),2024-05-05,48,9900000077,90,ЗК-Услуги-004,935799.22,1163832.53,0,Исполнен
40007101965,Услуги Поставка углеводородов — ООО РН-СтройКонтроль (№40007101965),2024-05-05,48,9900000000,90,ЗК-Услуги-008,935799.22,1163832.53,0,Исполнен
40008935229,"Услуги Авторский и технадзор, филиал ООО РН_БУНКЕР (процедура 40008935229)",2023-07-23,61,9900000161,79,ЗК-Услуги-010,963282.56,1163371.63,0,В работе
40008935229,Услуги Авторский и технадзор для ООО РН_БУНКЕР (процедура 40008935229),2023-07-23,61,7708084402,79,ЗК-Услуги-010,963282.56,1163371.63,0,В работе
40001090228,Услуги Строительно-монтажные работы (СМР) — АО РН-Ярославль (№40001090228),2025-04-29,43,9900000051,72,ЗК-Услуги-007,1206221.76,1162216.69,0,Исполнен
40001090228,"Услуги Строительно-монтажные работы (СМР), филиал АО РН-Ярославль (процедура 40001090228)",2025-04-29,43,5603011386,72,ЗК-Услуги-010,1206221.76,1162216.69,0,Исполнен
40006284463,Услуги Работа с гибкими трубами (ГНКТ) для РН-ОХРАНА-АНГАРСК (процедура 40006284463),2022-06-15,7,9900000077,61,ЗК-Услуги-005,1405415.6,1156451.58,0,Исполнен
40006284463,Услуги Работа с гибкими трубами (ГНКТ) — РН-ОХРАНА-АНГАРСК (№40006284463),2022-06-15,7,9900000080,61,ЗК-Услуги-006,1405415.6,1156451.58,0,Исполнен
40003373018,"Услуги Сейсморазведка, филиал ООО НЗМП (процедура 40003373018)",2024-01-07,50,9900000196,58,ЗК-Услуги-005,1374882.16,1155587.28,0,Исполнен
40003373018,Услуги Сейсморазведка для ООО НЗМП (процедура 40003373018),2024-01-07,50,9900000091,58,ЗК-Услуги-007,1374882.16,1155587.28,0,Исполнен
40003373018,Услуги Сейсморазведка — ООО НЗМП (№40003373018),2024-01-07,50,9900000060,58,ЗК-Услуги-002,1374882.16,1155587.28,0,Исполнен
40001437065,"Услуги HR и обучение персонала, филиал ООО РН ВАНКОР (процедура 40001437065)",2022-10-15,68,9900000072,94,ЗК-Услуги-005,898921.31,1153031.27,0,Исполнен
40004832869,Услуги Обслуживание энергохозяйства для РН-Морской_терминал_Находка (процедура 40004832869),2023-12-09,72,9900000245,68,ЗК-Услуги-010,1313971.13,1151433.74,0,Исполнен
40004443063,Услуги HR и обучение персонала — АнгараНефть (№40004443063),2022-05-19,56,9900000175,94,ЗК-Услуги-003,953343.29,1146684.07,0,Исполнен
40004443063,"Услуги HR и обучение персонала, филиал АнгараНефть (процедура 40004443063)",2022-05-19,56,9900000002,94,ЗК-Услуги-009,953343.29,1146684.07,0,Исполнен
40004746730,Услуги EPC/EPCM контракты для ООО РН-Пожарная безопасность (процедура 40004746730),2022-11-01,47,9900000231,74,ЗК-Услуги-006,1340183.68,1146620.32,0,Исполнен
40008701042,Услуги Зарезка боковых стволов (ЗБС) — ООО РН-Пожарная безопасность (№40008701042),2023-08-30,47,9900000000,56,ЗК-Услуги-010,1361462.05,1141589.31,0,Исполнен
40004634130,"Услуги Социально-бытовые услуги, филиал АО РН-Ярославль (процедура 40004634130)",2022-03-19,43,7705838531,84,ЗК-Услуги-003,1259739.28,1138406.81,0,В работе
40003061128,Услуги Строительство и содержание дорог для Саратовнефтепродукт (процедура 40003061128),2024-03-02,67,9900000072,64,ЗК-Услуги-007,1291226.88,1135338.38,0,Исполнен
40006549346,Услуги Прочие геологические услуги — ООО РН-Пожарная безопасность (№40006549346),2023-11-21,47,9900000070,99,ЗК-Услуги-004,1331666.44,1133869.94,0,Исполнен
40007894322,"Услуги Прочие геологические услуги, филиал ООО РН-ПУРНЕФТЕГАЗ (процедура 40007894322)",2022-05-07,34,9900000154,99,ЗК-Услуги-003,1063293.39,1133427.35,0,Исполнен
40006017995,Услуги Капитальное строительство для АО РН-Ярославль (процедура 40006017995),2024-07-17,43,9900000182,0,ЗК-Услуги-008,900962.01,1128685.87,0,Исполнен
40004645022,Услуги Ж/д перевозки — ЗАО ИННЦ (№40004645022),2023-04-06,27,9900000059,82,ЗК-Услуги-004,1408299.79,1127282.8,0,Исполнен
40009097323,"Услуги Обслуживание энергохозяйства, филиал ООО РН Комсомольский - НПЗ (процедура 40009097323)",2025-08-04,28,9900000064,68,ЗК-Услуги-001,947109.88,1126019.75,0,Исполнен
40001021754,Услуги Операторские и агентские услуги для ВНИКТИНХО (процедура 40001021754),2024-04-28,46,9900000154,70,ЗК-Услуги-006,1138344.11,1123316.49,0,В работе
40001021754,Услуги Операторские и агентские услуги — ВНИКТИНХО (№40001021754),2024-04-28,46,9900000054,70,ЗК-Услуги-010,1138344.11,1123316.49,0,В работе
40006717624,"Услуги Авторский и технадзор, филиал Саратовнефтепродукт (процедура 40006717624)",2024-11-20,67,9900000161,79,ЗК-Услуги-001,926340.23,1120254.3,0,В работе
40006717624,Услуги Авторский и технадзор для Саратовнефтепродукт (процедура 40006717624),2024-11-20,67,9900000069,79,ЗК-Услуги-005,926340.23,1120254.3,0,В работе
40000719752,Услуги Поставка углеводородов — РН-АЭРО (№40000719752),2022-07-01,40,9900000061,90,ЗК-Услуги-007,1272016.11,1119575.19,0,В работе
40000719752,"Услуги Поставка углеводородов, филиал РН-АЭРО (процедура 40000719752)",2022-07-01,40,9900000007,90,ЗК-Услуги-006,1272016.11,1119575.19,0,В работе
40007713768,Услуги Прочие геологические услуги для ООО РН_БУНКЕР (процедура 40007713768),2024-03-16,61,6633028244,99,ЗК-Услуги-002,1182203.31,1118495.79,0,Исполнен
40007434097,Услуги Прочие геологические услуги — ООО НЗМП (№40007434097),2025-03-04,50,9900000069,99,ЗК-Услуги-004,964598.49,1118082.24,0,В работе
40007150564,"Услуги Социально-бытовые услуги, филиал ООО Харампурнефтегаз (процедура 40007150564)",2023-10-25,70,9900000062,84,ЗК-Услуги-002,1449233.23,1117747.45,0,Исполнен
40009350560,Услуги Ж/д перевозки для 6. ПАО АНК Башнефть (процедура 40009350560),2022-11-23,17,9900000056,82,ЗК-Услуги-001,1397270.78,1111681.56,0,Исполнен
40000514353,Услуги Геофизические исследования (ГИС) — СНКНГ Славнефть-Красноярскнефтегаз (№40000514353),2022-01-02,21,9900000049,59,ЗК-Услуги-003,954938.59,1111090.51,0,В работе
40000514353,"Услуги Геофизические исследования (ГИС), филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40000514353)",2022-01-02,21,9900000049,59,ЗК-Услуги-003,954938.59,1111090.51,0,В работе
40000514353,Услуги Геофизические исследования (ГИС) для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40000514353),2022-01-02,21,9900000259,59,ЗК-Услуги-007,954938.59,1111090.51,0,В работе
40000757802,Услуги Аренда и покупка имущества — 6. ПАО АНК Башнефть (№40000757802),2023-09-30,17,9900000210,93,ЗК-Услуги-001,1320452.93,1109591.38,0,Исполнен
40008909069,"Услуги Маркетинг и мероприятия, филиал Туапсинский НПЗ (процедура 40008909069)",2022-09-20,29,9900000154,92,ЗК-Услуги-009,1325961.55,1103112.7,0,Расторгнут
40008909069,Услуги Маркетинг и мероприятия для Туапсинский НПЗ (процедура 40008909069),2022-09-20,29,7708639661,92,ЗК-Услуги-006,1325961.55,1103112.7,0,Расторгнут
40002807098,Услуги Эксплуатационное бурение — АО РН-Няганьнефтегаз (№40002807098),2025-03-02,35,9900000014,55,ЗК-Услуги-004,1264430.8,1099020.21,0,Исполнен
40002807098,"Услуги Эксплуатационное бурение, филиал АО РН-Няганьнефтегаз (процедура 40002807098)",2025-03-02,35,7708084402,55,ЗК-Услуги-003,1264430.8,1099020.21,0,Исполнен
40002807098,Услуги Эксплуатационное бурение для АО РН-Няганьнефтегаз (процедура 40002807098),2025-03-02,35,9900000075,55,ЗК-Услуги-003,1264430.8,1099020.21,0,Исполнен
40002203000,Услуги Землеустроительные работы — АО РН-Ярославль (№40002203000),2022-04-09,43,9900000119,77,ЗК-Услуги-002,1012737.45,1095594.13,0,Исполнен
40009070312,"Услуги Непроизводственные объекты, филиал 00_РН-Москва (процедура 40009070312)",2024-09-23,65,9900000051,78,ЗК-Услуги-002,1138655.65,1087587.22,0,Исполнен
40000362688,Услуги Эксплуатационное бурение для РН-ОХРАНА-АНГАРСК (процедура 40000362688),2023-03-19,7,9900000021,55,ЗК-Услуги-010,1322865.86,1083045.14,0,Исполнен
40008290527,Услуги Работа с гибкими трубами (ГНКТ) — АО РН-Тверь (№40008290527),2025-12-29,59,9900000080,61,ЗК-Услуги-005,1003403.36,1082984.55,0,Исполнен
40004046403,"Услуги Проектно-изыскательские работы (ПИР), филиал ПАО СаратовскийНПЗ (процедура 40004046403)",2024-11-03,18,9900000068,73,ЗК-Услуги-009,1267516.96,1080018.63,0,Исполнен
40009122803,Услуги Прочие геологические услуги для АО РН-Няганьнефтегаз (процедура 40009122803),2022-03-02,35,9900000266,99,ЗК-Услуги-002,1246699.2,1079052.4,0,Исполнен
40009122803,Услуги Прочие геологические услуги — АО РН-Няганьнефтегаз (№40009122803),2022-03-02,35,9900000054,99,ЗК-Услуги-002,1246699.2,1079052.4,0,Исполнен
40005753313,"Услуги Маркетинг и мероприятия, филиал УНХ (процедура 40005753313)",2022-01-24,9,9900000075,92,ЗК-Услуги-006,1144346.15,1078181.19,0,Исполнен
40007557155,Услуги HR и обучение персонала для ВНИКТИНХО (процедура 40007557155),2025-10-16,46,6633028244,94,ЗК-Услуги-010,1226938.92,1075710.28,0,Исполнен
40004050488,Услуги Корпоративная безопасность — ВНИКТИНХО (№40004050488),2023-02-07,46,9900000105,60,ЗК-Услуги-002,1105788.94,1075546.87,0,Исполнен
40004050488,"Услуги Корпоративная безопасность, филиал ВНИКТИНХО (процедура 40004050488)",2023-02-07,46,7708084402,60,ЗК-Услуги-004,1105788.94,1075546.87,0,Исполнен
40004050488,Услуги Корпоративная безопасность для ВНИКТИНХО (процедура 40004050488),2023-02-07,46,9900000070,60,ЗК-Услуги-006,1105788.94,1075546.87,0,Исполнен
40009327233,Услуги Авиаперевозки и работы — ООО РН-Черноземье (№40009327233),2023-09-30,6,9900000119,83,ЗК-Услуги-005,1205038.42,1067083.26,0,Исполнен
40001366891,"Услуги Финансы и консалтинг, филиал 6. ПАО АНК Башнефть (процедура 40001366891)",2022-02-10,17,9900000080,80,ЗК-Услуги-001,1423641.29,1063307.74,0,Исполнен
40002187337,Услуги Операционные услуги добычи для Филиал ПАО АНК Башнефть Башнефть-Новойл (процедура 40002187337),2022-09-13,10,9900000217,65,ЗК-Услуги-006,1139581.32,1062622.01,0,Исполнен
40003574404,Услуги Аренда и покупка имущества — ООО РН-Карт (№40003574404),2023-09-22,5,9900000051,93,ЗК-Услуги-001,820979.26,1061133.03,0,Исполнен
40007021147,"Услуги Строительно-монтажные работы (СМР), филиал РН-ОХРАНА-АНГАРСК (процедура 40007021147)",2023-10-08,7,9900000238,72,ЗК-Услуги-003,835216.57,1049180.78,0,Исполнен
40000216792,Услуги Корпоративная безопасность для РН-Морской_терминал_Находка (процедура 40000216792),2025-02-26,72,9900000080,60,ЗК-Услуги-010,1301900.41,1043371.58,0,Исполнен
40007426100,Услуги Авторский и технадзор — ООО СКН (№40007426100),2024-03-16,87,9900000071,79,ЗК-Услуги-005,1359327.14,1040626.67,0,В работе
40007023532,"Услуги Разведочное бурение, филиал АО РН-Тверь (процедура 40007023532)",2023-09-11,59,9900000021,96,ЗК-Услуги-010,841856.56,1040293.85,0,Исполнен
40008095124,Услуги Операционные услуги добычи для РН-ОХРАНА-АНГАРСК (процедура 40008095124),2024-10-08,7,9900000071,65,ЗК-Услуги-005,1258381.84,1039801.07,0,Исполнен
40002026230,Услуги EPC/EPCM контракты — АООРЕНБУРГНЕФТЬ (№40002026230),2023-11-01,2,9900000126,74,ЗК-Услуги-010,799323.66,1036645.01,0,Исполнен
40002026230,"Услуги EPC/EPCM контракты, филиал АООРЕНБУРГНЕФТЬ (процедура 40002026230)",2023-11-01,2,9900000055,74,ЗК-Услуги-006,799323.66,1036645.01,0,Исполнен
40003719353,Услуги Сейсморазведка для Туапсинский НПЗ (процедура 40003719353),2025-02-11,29,9900000069,58,ЗК-Услуги-010,1391538.38,1035769.3,0,Исполнен
40000372742,Услуги Социально-бытовые услуги — АО АНПЗ ВНК (№40000372742),2023-06-12,74,9900000050,84,ЗК-Услуги-008,1061519.49,1034245.98,0,Исполнен
40001198886,"Услуги Непроизводственные объекты, филиал АО РНПК (процедура 40001198886)",2024-05-31,36,9900000049,78,ЗК-Услуги-005,813541.43,1034081.88,0,Исполнен
40005606370,Услуги Операционные услуги добычи для РН-СТ (процедура 40005606370),2025-06-14,71,6633028244,65,ЗК-Услуги-001,1340793.59,1034015.26,0,Исполнен
40003982757,Услуги Разведочное бурение — АО РН-Ярославль (№40003982757),2024-07-31,43,9900000062,96,ЗК-Услуги-005,1229768.25,1031601.65,0,Исполнен
40008342521,"Услуги Операторские и агентские услуги, филиал ООО РН-СтройКонтроль (процедура 40008342521)",2025-04-29,48,9900000055,70,ЗК-Услуги-003,1272219.53,1030518.97,0,В работе
40008342521,Услуги Операторские и агентские услуги для ООО РН-СтройКонтроль (процедура 40008342521),2025-04-29,48,9900000147,70,ЗК-Услуги-004,1272219.53,1030518.97,0,В работе
40008342521,Услуги Операторские и агентские услуги — ООО РН-СтройКонтроль (№40008342521),2025-04-29,48,9900000203,70,ЗК-Услуги-008,1272219.53,1030518.97,0,В работе
40008342521,"Услуги Операторские и агентские услуги, филиал ООО РН-СтройКонтроль (процедура 40008342521)",2025-04-29,48,9900000133,70,ЗК-Услуги-007,1272219.53,1030518.97,0,В работе
40008342521,Услуги Операторские и агентские услуги для ООО РН-СтройКонтроль (процедура 40008342521),2025-04-29,48,9900000112,70,ЗК-Услуги-005,1272219.53,1030518.97,0,В работе
40000190476,Услуги Охрана и режим — ООО Башнефть-Добыча (№40000190476),2022-03-08,49,9900000007,87,ЗК-Услуги-002,1046219.86,1030226.8,0,Расторгнут
40002180297,"Услуги Операционные услуги добычи, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40002180297)",2022-02-14,21,9900000062,65,ЗК-Услуги-006,1148036.26,1025846.48,0,В работе
40002546662,Услуги Обслуживание энергохозяйства для ООО РН-Черноземье (процедура 40002546662),2023-10-16,6,9900000231,68,ЗК-Услуги-006,1022423.66,1024211.42,0,Исполнен
40008521682,Услуги ИТ-услуги и поддержка — ПАО СаратовскийНПЗ (№40008521682),2022-06-09,18,9900000217,86,ЗК-Услуги-010,1151621.07,1022835.76,0,Исполнен
40006488650,"Услуги Авиаперевозки и работы, филиал АО РН-Ярославль (процедура 40006488650)",2024-01-17,43,9900000002,83,ЗК-Услуги-010,1199164.23,1017533.95,0,В работе
40001652547,Услуги ТО и ремонт оборудования для АООРЕНБУРГНЕФТЬ (процедура 40001652547),2025-04-26,2,9900000231,67,ЗК-Услуги-006,1055863.11,1009126.29,0,Исполнен
40003720512,Услуги Операционные услуги добычи — ООО РН-Черноземье (№40003720512),2025-11-26,6,9900000266,65,ЗК-Услуги-009,820013.47,1006286.04,0,Исполнен
40006840928,"Услуги Поставка углеводородов, филиал ООО РН-СтройКонтроль (процедура 40006840928)",2022-04-28,48,9900000196,90,ЗК-Услуги-008,792107.78,1005207.0,0,Исполнен
40006840928,Услуги Поставка углеводородов для ООО РН-СтройКонтроль (процедура 40006840928),2022-04-28,48,9900000005,90,ЗК-Услуги-008,792107.78,1005207.0,0,Исполнен
40007653563,Услуги ИТ-услуги и поддержка — ООО РН Комсомольский - НПЗ (№40007653563),2024-08-10,28,9900000091,86,ЗК-Услуги-001,956954.69,1002416.95,0,Исполнен
40002498000,"Услуги Геофизические исследования (ГИС), филиал АО РН-Тверь (процедура 40002498000)",2022-08-17,59,9900000059,59,ЗК-Услуги-005,1150628.1,1001867.61,0,Исполнен
40002230857,Услуги EPC/EPCM контракты для ТЗК Шереметьево (процедура 40002230857),2025-02-13,42,9900000126,74,ЗК-Услуги-007,1071596.81,995754.32,0,Исполнен
40006245179,Услуги Работа с гибкими трубами (ГНКТ) — РН-Морской_терминал_Находка (№40006245179),2024-05-12,72,9900000224,61,ЗК-Услуги-006,1133371.38,992648.2,0,Исполнен
40006245179,"Услуги Работа с гибкими трубами (ГНКТ), филиал РН-Морской_терминал_Находка (процедура 40006245179)",2024-05-12,72,9900000005,61,ЗК-Услуги-005,1133371.38,992648.2,0,Исполнен
40005783320,Услуги Непроизводственные объекты для АнгараНефть (процедура 40005783320),2025-03-28,56,9900000175,78,ЗК-Услуги-008,780637.16,991734.33,0,Исполнен
40005783320,Услуги Непроизводственные объекты — АнгараНефть (№40005783320),2025-03-28,56,9900000161,78,ЗК-Услуги-003,780637.16,991734.33,0,Исполнен
40004661838,"Услуги Экология и охрана труда, филиал РН-АЭРО (процедура 40004661838)",2023-04-12,40,9900000069,95,ЗК-Услуги-006,1312519.81,991088.22,0,В работе
40001167882,Услуги Непроизводственные объекты для РН-Морской_терминал_Находка (процедура 40001167882),2023-05-28,72,9900000021,78,ЗК-Услуги-005,895246.13,990217.04,0,В работе
40005041414,Услуги Охрана и режим — БРЯНСКНЕФТЕПРОДУКТ (№40005041414),2023-01-27,45,9900000217,87,ЗК-Услуги-008,1221845.11,989095.34,0,Исполнен
40006728731,"Услуги Инвестпроекты и НИОКР, филиал АО РН-Ярославль (процедура 40006728731)",2024-10-26,43,9900000078,89,ЗК-Услуги-004,1195626.13,986561.16,0,Исполнен
40006728731,Услуги Инвестпроекты и НИОКР для АО РН-Ярославль (процедура 40006728731),2024-10-26,43,9900000001,89,ЗК-Услуги-008,1195626.13,986561.16,0,Исполнен
40006728731,Услуги Инвестпроекты и НИОКР — АО РН-Ярославль (№40006728731),2024-10-26,43,9900000078,89,ЗК-Услуги-010,1195626.13,986561.16,0,Исполнен
40006728731,"Услуги Инвестпроекты и НИОКР, филиал АО РН-Ярославль (процедура 40006728731)",2024-10-26,43,9900000007,89,ЗК-Услуги-002,1195626.13,986561.16,0,Исполнен
40006445514,Услуги Маркетинг и мероприятия для ООО РН-Пожарная безопасность (процедура 40006445514),2024-02-06,47,9900000273,92,ЗК-Услуги-009,1273096.04,983396.91,0,Расторгнут
40006445514,Услуги Маркетинг и мероприятия — ООО РН-Пожарная безопасность (№40006445514),2024-02-06,47,9900000077,92,ЗК-Услуги-009,1273096.04,983396.91,0,Расторгнут
40002884593,"Услуги Охрана и режим, филиал АО РН-Тверь (процедура 40002884593)",2025-08-21,59,9900000210,87,ЗК-Услуги-010,1230366.34,981114.38,0,Исполнен
40002884593,Услуги Охрана и режим для АО РН-Тверь (процедура 40002884593),2025-08-21,59,9900000062,87,ЗК-Услуги-010,1230366.34,981114.38,0,Исполнен
40008814712,Услуги Авторский и технадзор — ООО РН-Пожарная безопасность (№40008814712),2022-09-22,47,9900000069,79,ЗК-Услуги-006,1161636.95,980697.91,0,Исполнен
40008814712,"Услуги Авторский и технадзор, филиал ООО РН-Пожарная безопасность (процедура 40008814712)",2022-09-22,47,9900000068,79,ЗК-Услуги-004,1161636.95,980697.91,0,Исполнен
40008814712,Услуги Авторский и технадзор для ООО РН-Пожарная безопасность (процедура 40008814712),2022-09-22,47,9900000052,79,ЗК-Услуги-004,1161636.95,980697.91,0,Исполнен
40006662678,Услуги Маркетинг и мероприятия — ООО РН-ПУРНЕФТЕГАЗ (№40006662678),2024-09-18,34,9900000189,92,ЗК-Услуги-006,1169281.6,979003.89,0,В работе
40009457429,"Услуги Авторский и технадзор, филиал ООО РН-ГИР (процедура 40009457429)",2022-02-06,39,9900000105,79,ЗК-Услуги-005,1132247.16,977397.89,0,Исполнен
40006712656,Услуги Работа с гибкими трубами (ГНКТ) для ООО РН-Черноземье (процедура 40006712656),2024-05-16,6,9900000126,61,ЗК-Услуги-006,1174187.43,976420.03,0,Исполнен
40001750764,Услуги Промбезопасность и контроль — 6. ПАО АНК Башнефть (№40001750764),2024-10-11,17,6633028244,69,ЗК-Услуги-007,1214249.37,973192.63,0,В работе
40001750764,"Услуги Промбезопасность и контроль, филиал 6. ПАО АНК Башнефть (процедура 40001750764)",2024-10-11,17,9900000154,69,ЗК-Услуги-007,1214249.37,973192.63,0,В работе
40007759888,Услуги Авиаперевозки и работы для ПЕНЗАНЕФТЕПРОДУКТ (процедура 40007759888),2022-08-13,83,9900000059,83,ЗК-Услуги-009,1292722.74,966651.24,0,Исполнен
40001587850,Услуги Строительно-монтажные работы (СМР) — РН-Морской_терминал_Находка (№40001587850),2023-11-05,72,9900000003,72,ЗК-Услуги-008,744879.79,965484.92,0,Исполнен
