КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,СтранаПроисхождения,ФлагИмпорта,СтатусКонтракта
40009445746,Закупка Электроподстанции — 6. ПАО АНК Башнефть (№40009445746),2023-03-25,17,770000000227,3890,ЗК-МТР-009,2755690.79,2110328.91,Казахстан,1,В работе
40006603929,"Закупка Защитные смазки, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40006603929)",2023-09-19,21,770000000236,2530,ЗК-МТР-008,2283191.4,2109115.71,Россия,0,Исполнен
40003194507,Закупка Дизтопливо арктическое для ООО Интеллектуальные системы (процедура 40003194507),2024-01-17,69,7708801530,2230,ЗК-МТР-010,2382687.15,2108511.27,США,1,В работе
40009731895,Закупка Противовыбросовое оборудование (ПВО) — ООО РН-Драгмет (№40009731895),2025-12-17,38,6685153736,3420,ЗК-МТР-009,2551133.77,2103732.14,Германия,1,Исполнен
40000019473,"Закупка Спецбитум, филиал Морской терминал Туапсе (процедура 40000019473)",2022-09-29,60,770000000199,2630,ЗК-МТР-007,1842903.64,2102877.72,Россия,0,Исполнен
40006443980,Закупка Конденсаторы для АО Отрадненский ГПЗ (процедура 40006443980),2024-02-29,55,770000000233,3700,ЗК-МТР-003,1598815.86,2102710.75,Казахстан,1,Исполнен
40004637704,Закупка Рабочая обувь — ООО РН-Черноземье (№40004637704),2023-01-05,6,6501312481,3840,ЗК-МТР-003,2431445.36,2102147.89,Россия,0,Исполнен
40003840576,"Закупка Дизтопливо летнее, филиал УДМУРТНЕФТЬ-БУРЕНИЕ (процедура 40003840576)",2024-08-18,24,770000000210,2210,ЗК-МТР-002,2464673.46,2101709.57,Россия,0,Исполнен
40004927396,Закупка Буровые установки для ООО Соровскнефть (процедура 40004927396),2024-11-18,66,770000000229,3330,ЗК-МТР-005,1879782.57,2100838.72,Германия,1,Исполнен
40003207615,Закупка Погружные насосы и запчасти — РН-ОХРАНА-АНГАРСК (№40003207615),2022-05-03,7,8601036750,3300,ЗК-МТР-003,1961933.73,2100774.12,Нидерланды,1,В работе
40005420313,"Закупка Сувенирная продукция, филиал АО СМНГШ (процедура 40005420313)",2023-07-10,79,8603183366,3790,ЗК-МТР-006,2165632.83,2100652.16,Китай,1,Исполнен
40005591793,Закупка Бензины для химпрома для ООО СКН (процедура 40005591793),2024-05-26,87,7730155419,2040,ЗК-МТР-002,2282242.07,2100351.44,Германия,1,Исполнен
40008082903,Закупка Прочие хозматериалы — Саратовнефтепродукт (№40008082903),2024-11-23,67,2721141058,3861,ЗК-МТР-003,2397219.04,2097329.65,Россия,0,Исполнен
40004537470,"Закупка Фонтанная арматура, филиал Туапсинский НПЗ (процедура 40004537470)",2025-07-07,29,1653008600,3260,ЗК-МТР-005,1829365.2,2097193.83,США,1,Исполнен
40003931495,Закупка Очистка буровых растворов для АО РН-Ярославль (процедура 40003931495),2024-07-15,43,8609320474,3390,ЗК-МТР-001,1908809.42,2095063.97,США,1,Исполнен
40009691621,Закупка Прочие присадки — РН-АЭРО (№40009691621),2024-03-15,40,8605015335,2730,ЗК-МТР-001,2326271.35,2094982.84,Китай,1,В работе
40007096972,"Закупка Твердое топливо (уголь, торф), филиал 6. ПАО АНК Башнефть (процедура 40007096972)",2024-01-05,17,8603209670,3010,ЗК-МТР-010,2628571.99,2093948.2,Россия,0,Исполнен
40000823333,Закупка Спецкабель (КПБК/КПБП) для РН-Морской_терминал_Находка (процедура 40000823333),2024-04-20,72,770000000203,3880,ЗК-МТР-009,2466285.94,2093653.4,США,1,Исполнен
40003658725,Закупка Прочее скважинное оборудование — АО РОСПАН ИНТЕРНЕШНЛ (№40003658725),2022-12-20,41,7725607130,3460,ЗК-МТР-007,1989345.25,2093094.98,Китай,1,Исполнен
40003013392,"Закупка Прочее скважинное оборудование, филиал ООО РН-Пожарная безопасность (процедура 40003013392)",2022-05-13,47,5904266846,3460,ЗК-МТР-001,1975897.35,2090598.97,Россия,0,Исполнен
40000804886,Закупка Мазут флотский для ООО РН-Юганскнефтегаз (процедура 40000804886),2023-10-18,52,770000000214,2330,ЗК-МТР-008,2393912.18,2090346.26,Германия,1,Исполнен
40007226982,Закупка Чугун и сталь — ООО РН-Черноземье (№40007226982),2023-09-17,6,770000000225,3030,ЗК-МТР-003,1850597.09,2089589.32,Россия,0,Исполнен
40007411903,"Закупка Прочая компьютерная техника, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40007411903)",2022-06-13,21,8603183366,3610,ЗК-МТР-008,2773328.32,2089026.27,Япония,1,Исполнен
40008916672,Закупка Гидравлические масла для ООО ИК СИБИНТЕК (процедура 40008916672),2025-05-15,80,6229024740,2420,ЗК-МТР-005,2537278.46,2088800.62,Россия,0,Исполнен
40008925762,Закупка Электроподстанции — АО РН-Ярославль (№40008925762),2024-12-22,43,8603140517,3890,ЗК-МТР-001,1607331.38,2086749.92,Россия,0,Исполнен
40006794089,"Закупка Сантехника, филиал ООО Соровскнефть (процедура 40006794089)",2025-02-05,66,1645028088,3810,ЗК-МТР-007,1717993.18,2084623.87,Россия,0,Исполнен
40009267643,Закупка Персональные компьютеры для АО РН-Ярославль (процедура 40009267643),2025-01-16,43,770000000237,3600,ЗК-МТР-005,2057196.18,2084348.78,Россия,0,В работе
40005072179,Закупка Чугунные трубы — ООО РН-Черноземье (№40005072179),2025-04-02,6,8603115020,3172,ЗК-МТР-006,10378166.36,8336560.68,Россия,0,Исполнен
40008854429,"Закупка Пакеры, филиал ПЕНЗАНЕФТЕПРОДУКТ (процедура 40008854429)",2025-08-18,83,8609320474,3370,ЗК-МТР-006,1704517.93,2081080.14,Россия,0,Исполнен
40007369000,Закупка Нефть (стабилизированная) для ООО НЗМП (процедура 40007369000),2024-04-01,50,770000000216,1500,ЗК-МТР-008,2125194.56,2079136.2,Россия,0,В работе
40001457692,Закупка Очистка буровых растворов — ПАО СаратовскийНПЗ (№40001457692),2022-05-28,18,9728118639,3390,ЗК-МТР-009,2755652.96,2078661.04,Германия,1,Исполнен
40009648178,"Закупка Медикаменты, филиал ООО РН-СтройКонтроль (процедура 40009648178)",2025-07-16,48,7816043890,4000,ЗК-МТР-002,2585288.72,2077921.8,Россия,0,Расторгнут
40001477779,Закупка Прочие смазки для РН-ОХРАНА-АНГАРСК (процедура 40001477779),2025-05-10,7,5321029508,2550,ЗК-МТР-009,2244458.58,2076642.42,Германия,1,Исполнен
40001698815,Закупка Прочая металлопродукция — ООО РН-Проектирование Добыча (№40001698815),2022-12-25,37,6686129782,3180,ЗК-МТР-010,2044473.6,2071849.23,Казахстан,1,Исполнен
40000787475,"Закупка Нефтепромысловое оборудование, филиал ООО РН_БУНКЕР (процедура 40000787475)",2025-05-19,61,9725063406,3230,ЗК-МТР-009,2162904.76,2070237.94,Италия,1,Исполнен
40002852335,Закупка Прочее оборудование для РН-Краснодарнефтегаз (процедура 40002852335),2023-01-23,14,7704459330,4030,ЗК-МТР-010,1848339.95,2065709.08,Россия,0,Исполнен
40007748705,Закупка Вагон-дома и мобильные здания — Туапсинский НПЗ (№40007748705),2023-04-27,29,5504118353,3520,ЗК-МТР-010,2276280.8,2064510.92,Турция,1,Расторгнут
40001625573,"Закупка Хозтовары, филиал АО РН-Ярославль (процедура 40001625573)",2024-03-16,43,770000000236,3800,ЗК-МТР-007,2319738.83,2063574.01,Россия,0,Исполнен
40009839991,Закупка Смазочные материалы для ВНИКТИНХО (процедура 40009839991),2023-11-28,46,7714905368,2540,ЗК-МТР-001,2418990.02,2062815.72,Россия,0,Исполнен
40002688620,Закупка Спецтехника — ООО ИК СИБИНТЕК (№40002688620),2023-10-10,80,274089610,3500,ЗК-МТР-007,1803349.63,2059654.79,Россия,0,Исполнен
40004615168,"Закупка Персональные компьютеры, филиал РН-ОХРАНА-АНГАРСК (процедура 40004615168)",2025-04-04,7,7704459330,3600,ЗК-МТР-010,2519898.22,2055208.86,Казахстан,1,Исполнен
40002190353,Закупка Трубопроводная арматура для ООО РН-Пожарная безопасность (процедура 40002190353),2024-05-06,47,770000000232,3480,ЗК-МТР-005,2518677.79,2054723.44,Германия,1,В работе
40007955452,Закупка Буровые установки — ООО РН-Черноземье (№40007955452),2023-04-16,6,7725607130,3330,ЗК-МТР-006,2521662.76,2051512.87,Россия,0,В работе
40002758033,"Закупка Чугун и сталь, филиал ООО РН-Черноземье (процедура 40002758033)",2022-07-26,6,7737106202,3030,ЗК-МТР-010,2697713.05,2047616.86,Германия,1,Исполнен
40002770409,Закупка Свайные трубы для АО Отрадненский ГПЗ (процедура 40002770409),2022-02-15,55,7728862509,3171,ЗК-МТР-007,7002701.4,8190057.6,Россия,0,Исполнен
40001778466,Закупка Компрессорные и турбинные масла — ВНИКТИНХО (№40001778466),2025-11-08,46,8603183366,2460,ЗК-МТР-005,2135789.97,2047359.26,Россия,0,Исполнен
40003607149,"Закупка Газ природный, филиал ВНИКТИНХО (процедура 40003607149)",2022-09-16,46,7839039731,1700,ЗК-МТР-007,2507909.3,2044188.93,Россия,0,В работе
40002158257,Закупка Уплотнительные смазки для ООО НЗМП (процедура 40002158257),2022-02-23,50,770000000235,2520,ЗК-МТР-009,1745638.72,2043290.03,Россия,0,Исполнен
40003778634,Закупка Оборудование для ремонта скважин — ВНИКТИНХО (№40003778634),2024-02-05,46,770000000227,3470,ЗК-МТР-003,1903549.24,2042767.29,Германия,1,Расторгнут
40007323778,"Закупка Периферийные устройства, филиал ООО Харампурнефтегаз (процедура 40007323778)",2022-06-15,70,6501312481,3630,ЗК-МТР-008,1759568.87,2042643.23,Россия,0,Исполнен
40009027691,Закупка Электроподстанции для АнгараНефть (процедура 40009027691),2024-07-18,56,5019026876,3890,ЗК-МТР-002,2478770.21,2038626.48,Белоруссия,1,Исполнен
40004115961,Закупка Буровые долота и головки — 6. ПАО АНК Башнефть (№40004115961),2024-10-12,17,4501174492,3350,ЗК-МТР-007,2513733.61,2037146.93,Германия,1,Исполнен
40003354554,"Закупка Спец. компьютерные устройства, филиал ПАО НК Роснефть-Курганнефтепродукт (процедура 40003354554)",2025-07-25,58,1658073803,3620,ЗК-МТР-002,1936296.54,2033953.61,Китай,1,Исполнен
40007090799,Закупка Прочие присадки для ПАО НК Роснефть-Курганнефтепродукт (процедура 40007090799),2024-10-20,58,7725607130,2730,ЗК-МТР-004,2007232.29,2029599.89,Россия,0,Исполнен
40003330662,Закупка Аккумуляторы (АКБ) — РН-Морской_терминал_Находка (№40003330662),2022-01-19,72,7017253595,3920,ЗК-МТР-007,1616442.55,2029453.7,Нидерланды,1,Исполнен
40009994342,"Закупка Бесшовные трубы (тянутые), филиал ООО РН-ПУРНЕФТЕГАЗ (процедура 40009994342)",2025-11-10,34,8607100346,3110,ЗК-МТР-003,7440559.96,8117216.76,Россия,0,Исполнен
40005431010,Закупка Изоляционные материалы для ООО Харампурнефтегаз (процедура 40005431010),2023-10-23,70,9705171690,3900,ЗК-МТР-002,2193982.06,2026691.13,Россия,0,В работе
40009323770,Закупка Трансформаторы — ВНИКТИНХО (№40009323770),2022-01-23,46,7726351724,3560,ЗК-МТР-010,2442189.45,2026292.28,Россия,0,В работе
40002394296,"Закупка Системы электроснабжения, филиал ООО РН ВАНКОР (процедура 40002394296)",2024-04-12,68,8607100346,3580,ЗК-МТР-007,1776734.57,2024890.27,Италия,1,В работе
40000817610,Закупка Спецкабель (КПБК/КПБП) для ООО РН Комсомольский - НПЗ (процедура 40000817610),2023-03-10,28,276153614,3880,ЗК-МТР-001,1800024.83,2024002.6,Китай,1,В работе
40009074588,Закупка Посуда и кухонный инвентарь — КалугаНП (№40009074588),2022-02-20,76,7730282618,3780,ЗК-МТР-008,2363273.21,2023894.39,Россия,0,Исполнен
40000685390,"Закупка Прочие хозматериалы, филиал ВНИКТИНХО (процедура 40000685390)",2025-11-26,46,6501312481,3861,ЗК-МТР-003,2274041.78,2020184.74,США,1,В работе
40006337288,Закупка Беспроводная связь для ПАО НК Роснефть-Курганнефтепродукт (процедура 40006337288),2025-12-05,58,7751033130,3720,ЗК-МТР-002,1719011.26,2016310.16,Россия,0,Исполнен
40003432736,Закупка Сварные трубы большого диаметра — Уфимский филиал АО РН-ПН (№40003432736),2022-05-15,26,7204186388,3140,ЗК-МТР-003,6187994.16,8052022.16,Россия,0,Исполнен
40002605950,"Закупка Станки-качалки, филиал АО РНПК (процедура 40002605950)",2024-10-25,36,8801011908,3410,ЗК-МТР-005,1541250.63,2008923.73,Россия,0,Исполнен
40002968853,Закупка Станки-качалки для Саратовнефтепродукт (процедура 40002968853),2024-12-12,67,8603089941,3410,ЗК-МТР-008,2042972.52,2007698.23,Россия,0,Исполнен
40000421160,Закупка Программное обеспечение (ПО) — АО РН-Тверь (№40000421160),2022-02-03,59,770000000214,3680,ЗК-МТР-010,1505810.54,2003059.53,Россия,0,Исполнен
40006835564,"Закупка Строительный битум, филиал АООРЕНБУРГНЕФТЬ (процедура 40006835564)",2025-04-27,2,8602060026,2620,ЗК-МТР-007,2409664.4,2002378.11,Россия,0,Исполнен
40003772147,Закупка Прочая вычислительная техника для АО РН-Ярославль (процедура 40003772147),2025-09-26,43,8603183366,3660,ЗК-МТР-007,2415481.41,2001375.08,Китай,1,Исполнен
40002141571,Закупка Автошины — БРЯНСКНЕФТЕПРОДУКТ (№40002141571),2025-02-16,45,8603093264,3950,ЗК-МТР-007,2243964.99,1994362.95,Россия,0,В работе
40000714895,"Закупка Периферийные устройства, филиал ООО Удмуртэнергонефть (процедура 40000714895)",2022-10-21,25,7017253595,3630,ЗК-МТР-008,2467425.59,1992871.52,Китай,1,Расторгнут
40002464940,Закупка Буровые долота и головки для ООО РН-Пожарная безопасность (процедура 40002464940),2024-11-14,47,5031111782,3350,ЗК-МТР-001,1624376.04,1991010.34,Россия,0,В работе
40006108061,Закупка Дизтопливо прочее — АнгараНефть (№40006108061),2022-11-25,56,7703567364,2240,ЗК-МТР-004,2366378.31,1987438.64,Россия,0,Исполнен
40002313463,"Закупка Смазки и антифризы, филиал АО РН-Ярославль (процедура 40002313463)",2024-11-12,43,265037983,2510,ЗК-МТР-006,2371142.41,1981475.08,Россия,0,Исполнен
40008308277,Закупка Телеком-оборудование для УОС / Уфаоргсинтез (процедура 40008308277),2024-08-27,84,8603240536,3640,ЗК-МТР-009,2620585.43,1980330.17,Нидерланды,1,Исполнен
40000948940,Закупка Химреактивы (лабораторные) — ООО РН-Пожарная безопасность (№40000948940),2023-03-08,47,7204186388,3220,ЗК-МТР-002,2049079.71,1980282.46,Казахстан,1,Исполнен
40004337641,"Закупка Нефть (добытая), филиал РН-ОХРАНА-АНГАРСК (процедура 40004337641)",2025-08-31,7,6732075238,1100,ЗК-МТР-001,1563287.39,1977299.5,Китай,1,Исполнен
40004122609,Закупка Уплотнительные смазки для ООО Харампурнефтегаз (процедура 40004122609),2024-06-24,70,7706061801,2520,ЗК-МТР-010,2244470.67,1975466.7,Россия,0,В работе
40009830448,Закупка Спецкабель (КПБК/КПБП) — РН-ОХРАНА-АНГАРСК (№40009830448),2022-10-17,7,7737106202,3880,ЗК-МТР-002,2311523.86,1973594.75,Белоруссия,1,Исполнен
40003098500,"Закупка Вспомогательное буровое оборудование, филиал АО РН-Ярославль (процедура 40003098500)",2023-01-14,43,8602285774,3450,ЗК-МТР-007,2255619.24,1972186.78,США,1,Исполнен
40009333954,Закупка Спец. компьютерные устройства для Саратовнефтепродукт (процедура 40009333954),2024-06-25,67,8801011908,3620,ЗК-МТР-003,2325489.38,1971485.5,США,1,В работе
40003855288,Закупка Судовое оборудование — КалугаНП (№40003855288),2023-02-16,76,7706613770,3730,ЗК-МТР-010,1864635.47,1969464.77,Нидерланды,1,В работе
40008489447,"Закупка Погружные насосы и запчасти, филиал РН-ОХРАНА-АНГАРСК (процедура 40008489447)",2024-05-17,7,16450280885,3300,ЗК-МТР-002,2632141.06,1968679.05,Германия,1,В работе
40003059559,Закупка Насосные штанги для ИркутскНП (процедура 40003059559),2022-04-08,30,7703567364,3280,ЗК-МТР-007,2026784.87,1966601.93,США,1,Исполнен
40008287515,Закупка Озокерит (сырье) — АО РН-Ярославль (№40008287515),2023-09-14,43,770000000228,1600,ЗК-МТР-002,1584838.82,1958294.76,Россия,0,Исполнен
40004298613,"Закупка Насосные штанги, филиал ВНИКТИНХО (процедура 40004298613)",2023-06-06,46,6230000743,3280,ЗК-МТР-003,1654451.01,1957683.96,Китай,1,Исполнен
40009974156,Закупка Прочие материалы для ТНП (процедура 40009974156),2023-06-10,13,8603152495,3860,ЗК-МТР-007,2472320.77,1954969.91,Белоруссия,1,Исполнен
40009758129,Закупка Автобензин — ООО РН_БУНКЕР (№40009758129),2023-09-16,61,278095326,2020,ЗК-МТР-004,2628138.72,1954442.82,Россия,0,Исполнен
40001929470,"Закупка Кабельная продукция, филиал ЗАО ИННЦ (процедура 40001929470)",2023-04-15,27,770000000230,3550,ЗК-МТР-001,2005847.2,1953911.2,Германия,1,Исполнен
40004139374,Закупка Кабельная продукция для ООО РН-Карт (процедура 40004139374),2022-04-16,5,7728862509,3550,ЗК-МТР-005,2379793.75,1953716.13,Нидерланды,1,Исполнен
40002494230,Закупка Уплотнительные смазки — СНКНГ Славнефть-Красноярскнефтегаз (№40002494230),2022-07-26,21,6316164422,2520,ЗК-МТР-009,2430972.08,1952618.81,Россия,0,В работе
40000864153,"Закупка Моторные масла, филиал ВНИКТИНХО (процедура 40000864153)",2023-04-08,46,8603132450,2410,ЗК-МТР-008,2115953.01,1951915.61,Россия,0,В работе
40004988992,Закупка Нефть (добытая) для Самотлорнефтегаз (процедура 40004988992),2023-12-25,20,7725700676,1100,ЗК-МТР-009,2154625.0,1951692.9,Казахстан,1,В работе
40002832619,Закупка Сварные трубы большого диаметра — ООО РН_БУНКЕР (№40002832619),2024-09-10,61,1653008600,3140,ЗК-МТР-010,10344502.28,7805263.04,Россия,0,В работе
40001044483,"Закупка Дорожный битум, филиал ГРОЗНЕФТЕГАЗ (процедура 40001044483)",2025-08-03,81,275009544,2610,ЗК-МТР-009,1849555.16,1950815.28,США,1,Исполнен
40000937409,Закупка Периферийные устройства для РН-Морской_терминал_Находка (процедура 40000937409),2024-03-02,72,770000000209,3630,ЗК-МТР-007,2344971.33,1947578.17,Китай,1,Исполнен
40008498238,Закупка Строительный битум — ООО РН-Черноземье (№40008498238),2024-02-09,6,7806092088,2620,ЗК-МТР-004,2504885.88,1945522.93,Россия,0,Исполнен
40009875918,"Закупка Железобетонные изделия (ЖБИ), филиал ООО РН-Пожарная безопасность (процедура 40009875918)",2024-04-03,47,5911074937,3910,ЗК-МТР-005,2371567.69,1945243.04,Россия,0,Исполнен
40008750075,Закупка Буровые установки для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40008750075),2024-05-13,21,8602217069,3330,ЗК-МТР-001,1779745.12,1940545.1,Россия,0,Исполнен
40004381389,Закупка Вентиляция и кондиционирование — АО РОСПАН ИНТЕРНЕШНЛ (№40004381389),2025-04-30,41,770000000204,4020,ЗК-МТР-001,1609519.86,1939958.48,США,1,Исполнен
40004798151,"Закупка Стальные трубы с АКП, филиал ООО РН-Драгмет (процедура 40004798151)",2025-03-13,38,1433015030,3160,ЗК-МТР-003,10362700.76,7752485.28,Россия,0,Исполнен
40003155736,Закупка Сварные трубы большого диаметра для ООО РН-Пожарная безопасность (процедура 40003155736),2023-07-29,47,770000000246,3140,ЗК-МТР-008,9786583.04,7750902.4,Россия,0,Исполнен
40001577128,Закупка Бензины-растворители — Туапсинский НПЗ (№40001577128),2024-06-18,29,7838392447,2030,ЗК-МТР-002,2017491.37,1937345.61,Россия,0,Исполнен
40004294960,"Закупка Нефть (подготовленная), филиал АО РН-Ярославль (процедура 40004294960)",2022-09-27,43,8602142712,1400,ЗК-МТР-004,1641974.06,1930053.67,Россия,0,Исполнен
40009460047,Закупка Химреагенты (промышленные) для РН-Морской_терминал_Находка (процедура 40009460047),2024-11-16,72,7842209221,3190,ЗК-МТР-002,1533576.81,1929508.62,Япония,1,Исполнен
40009257150,Закупка Электроизоляционные масла — АО ННК (№40009257150),2023-03-24,1,275009544,2440,ЗК-МТР-005,1706464.7,1927601.74,Россия,0,Исполнен
40003579790,"Закупка Крепежный и тампонажный цемент, филиал ВНИКТИНХО (процедура 40003579790)",2024-05-28,46,770000000222,3530,ЗК-МТР-009,2042704.55,1923077.17,Россия,0,В работе
40001591244,Закупка Погружные насосы и запчасти для ТНП (процедура 40001591244),2023-12-29,13,770000000233,3300,ЗК-МТР-001,2490468.43,1922954.21,Россия,0,В работе
40009731346,Закупка Трубопроводная арматура — Филиал ПАО АНК Башнефть Башнефть-Новойл (№40009731346),2023-08-17,10,8603115020,3480,ЗК-МТР-005,2133836.73,1922140.62,Китай,1,Исполнен
40001456649,"Закупка Прочая вычислительная техника, филиал ООО РН-Пожарная безопасность (процедура 40001456649)",2024-02-24,47,7751033130,3660,ЗК-МТР-009,2540117.67,1919190.93,Россия,0,Исполнен
40007310491,Закупка Стальные трубы с АКП для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40007310491),2024-06-25,41,277025397,3160,ЗК-МТР-001,8125115.24,7673632.56,Россия,0,Исполнен
40009549630,Закупка Моторные масла — ООО РН-СтройКонтроль (№40009549630),2022-05-06,48,8603176619,2410,ЗК-МТР-009,2225112.45,1916635.78,Италия,1,В работе
40002192841,"Закупка Вагон-дома и мобильные здания, филиал АО РНПК (процедура 40002192841)",2023-11-12,36,770000000224,3520,ЗК-МТР-008,1575373.2,1915989.06,Россия,0,В работе
40005582679,Закупка Стальные трубы (б/ш и э/с) для Морской терминал Туапсе (процедура 40005582679),2024-12-20,60,770000000224,3120,ЗК-МТР-004,8176451.44,7663086.68,Россия,0,Исполнен
40009933037,Закупка Проводная связь — РН-Морской_терминал_Находка (№40009933037),2025-04-27,72,770000000245,3740,ЗК-МТР-010,1918345.66,1914957.54,Китай,1,Исполнен
40007570563,"Закупка Индустриальные масла, филиал ООО НЗМП (процедура 40007570563)",2022-09-20,50,7703567364,2430,ЗК-МТР-005,2312536.72,1913219.29,Россия,0,Исполнен
40001738243,Закупка Кабельная продукция для АнгараНефть (процедура 40001738243),2024-11-09,56,1106013435,3550,ЗК-МТР-005,1945550.11,1909994.74,Турция,1,В работе
40005204819,Закупка Автохимия — РН-Лояльность (№40005204819),2024-12-20,82,7731429736,3995,ЗК-МТР-006,1436926.06,1901105.69,Россия,0,Исполнен
40008008637,"Закупка Проводная связь, филиал АО РН-Няганьнефтегаз (процедура 40008008637)",2025-09-12,35,8602217069,3740,ЗК-МТР-007,2490749.31,1894630.89,Германия,1,Расторгнут
40000671308,Закупка Периферийные устройства для ООО РН-Драгмет (процедура 40000671308),2024-02-13,38,7816043890,3630,ЗК-МТР-008,1717298.67,1894291.55,Германия,1,В работе
40003273095,Закупка Погружные насосы и запчасти — ООО РН-СтройКонтроль (№40003273095),2022-06-26,48,770000000244,3300,ЗК-МТР-008,2449196.45,1893757.46,Германия,1,Исполнен
40005550916,"Закупка Сварные трубы, филиал АО РН-Няганьнефтегаз (процедура 40005550916)",2022-01-01,35,5019026876,3130,ЗК-МТР-002,8003732.44,7574022.76,Россия,0,Расторгнут
40008149879,Закупка Нефть (стабилизированная) для ООО РН-Драгмет (процедура 40008149879),2023-07-21,38,3818031445,1500,ЗК-МТР-009,2467655.9,1892407.11,Китай,1,Исполнен
40005893657,Закупка Дизтопливо летнее — АО КНПЗ (№40005893657),2025-10-08,54,7706061801,2210,ЗК-МТР-007,2463108.73,1888893.83,США,1,Исполнен
40008173139,"Закупка Железобетонные изделия (ЖБИ), филиал РН-АЭРО (процедура 40008173139)",2024-02-12,40,1653008600,3910,ЗК-МТР-004,2251667.28,1888591.55,Россия,0,Исполнен
40000851717,Закупка Электродвигатели для ООО РН-СтройКонтроль (процедура 40000851717),2024-12-06,48,770000000208,3570,ЗК-МТР-004,1583688.8,1881235.86,Россия,0,Исполнен
40000798287,Закупка Спецбитум — ООО ИК СИБИНТЕК (№40000798287),2022-11-27,80,8603222431,2630,ЗК-МТР-008,1504013.61,1879033.5,Россия,0,Исполнен
40000452019,"Закупка Спецбитум, филиал 6. ПАО АНК Башнефть (процедура 40000452019)",2022-05-12,17,6685017532,2630,ЗК-МТР-004,1524450.02,1876350.24,Россия,0,В работе
40003073645,Закупка Прочее скважинное оборудование для ООО РН-Драгмет (процедура 40003073645),2022-06-20,38,770000000228,3460,ЗК-МТР-006,2004820.38,1873868.78,Белоруссия,1,Исполнен
40009550530,Закупка Бесшовные трубы (тянутые) — ООО РН-Черноземье (№40009550530),2024-05-20,6,770000000205,3110,ЗК-МТР-005,6963037.24,7492307.52,Россия,0,Исполнен
40001349820,"Закупка Нестандартизированное оборудование, филиал ООО РН-СтройКонтроль (процедура 40001349820)",2023-02-16,48,8603176619,3940,ЗК-МТР-003,2095403.04,1872123.96,Россия,0,В работе
40007074358,Закупка КИПиА для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40007074358),2024-01-31,21,770000000228,3870,ЗК-МТР-010,1808409.43,1871361.05,США,1,Исполнен
40009485582,Закупка Спецбитум — ООО РН-Черноземье (№40009485582),2022-05-12,6,8603240536,2630,ЗК-МТР-002,2429543.09,1867620.01,Россия,0,Исполнен
40009681082,"Закупка Цементировочное оборудование, филиал ООО РН-Пожарная безопасность (процедура 40009681082)",2023-01-02,47,8904059355,3430,ЗК-МТР-009,2368066.53,1866753.3,Китай,1,Исполнен
40003115939,Закупка Прочие материалы для Нефтепромлизинг (процедура 40003115939),2023-09-11,75,770000000201,3860,ЗК-МТР-010,2469041.81,1865801.53,Россия,0,Исполнен
40002656561,Закупка Обсадные трубы — ООО РН-Пожарная безопасность (№40002656561),2024-04-27,47,7736540833,3070,ЗК-МТР-009,6526136.32,7452769.28,Россия,0,Исполнен
40009242958,"Закупка Инструменты, филиал РН-ОХРАНА-АНГАРСК (процедура 40009242958)",2023-06-07,7,263029296,3820,ЗК-МТР-001,1607129.63,1858474.68,Китай,1,Исполнен
40005060436,Закупка Промышленные металлоизделия для 6. ПАО АНК Башнефть (процедура 40005060436),2023-06-27,17,9728118639,3060,ЗК-МТР-010,2460819.18,1852575.91,Россия,0,Исполнен
40006227809,Закупка Крепежный и тампонажный цемент — ООО РН-СтройКонтроль (№40006227809),2025-02-05,48,770000000225,3530,ЗК-МТР-003,2381250.06,1851090.96,Германия,1,Исполнен
40000884600,"Закупка Очистка буровых растворов, филиал ООО РН-Черноземье (процедура 40000884600)",2025-03-16,6,770000000215,3390,ЗК-МТР-008,1717777.98,1850551.11,Россия,0,Исполнен
40008271989,Закупка Электроподстанции для УДМУРТНЕФТЬ-БУРЕНИЕ (процедура 40008271989),2025-11-28,24,770000000217,3890,ЗК-МТР-006,1918304.68,1848121.31,Китай,1,Исполнен
40001110042,Закупка Скважинное оборудование — Уфимский филиал АО РН-ПН (№40001110042),2024-10-27,26,770000000248,3240,ЗК-МТР-005,2146985.19,1846286.55,Китай,1,Исполнен
40008628668,"Закупка Химреагенты (промышленные), филиал ВНИКТИНХО (процедура 40008628668)",2023-06-24,46,770000000200,3190,ЗК-МТР-005,1790723.82,1842544.11,Россия,0,Исполнен
40000074867,Закупка Беспроводная связь для ООО РН-Проектирование Добыча (процедура 40000074867),2025-04-26,37,7714867426,3720,ЗК-МТР-006,1695674.93,1841155.74,Белоруссия,1,Исполнен
40000491947,Закупка Буровые долота и головки — АО РОСПАН ИНТЕРНЕШНЛ (№40000491947),2023-11-29,41,770000000214,3350,ЗК-МТР-007,2166174.02,1841006.82,Германия,1,Исполнен
